name,has_yaml,copies,description,kept_source_path,other_copy_paths
twilio-customer-memory,yes,1,"> Store and retrieve customer context using Twilio Conversation Memory. Covers Memory Store provisioning, profile management, traits, observations, conversation summaries, and semantic Recall. Use this skill to give AI agents or human agents persistent memory of customer interactions across sessions and channels.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-customer-memory\SKILL.md,
twilio-customer-support-architect,yes,1,"> Planning skill for building customer service and support systems. Qualifies the developer's needs across the support ladder (self-service → AI agents → contact center), channel mix, and scale to recommend the right Twilio architecture. Handles both ""build me a call center"" and ""add an IVR to my existing support line.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-customer-support-architect\SKILL.md,
twilio-debugging-observability,yes,1,"> Debug Twilio integrations and set up production observability. Covers the Console Debugger, Monitor Alerts API, Event Streams for error log streaming, status callback tracking, common error codes, and a systematic debugging workflow. Use this skill whenever a Twilio integration produces errors, messages fail to deliver, calls drop unexpectedly, or you need to set up monitoring for a production deployment.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-debugging-observability\SKILL.md,
twilio-email-deliverability-advisor,yes,1,"> Deliverability advisor for the Twilio Email API specifically. Use ONLY when the developer explicitly mentions Twilio Email, comms.twilio.com, or a Twilio (non-SendGrid) email program. For all other deliverability questions — including generic ones — use twilio-sendgrid-deliverability-advisor.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-email-deliverability-advisor\SKILL.md,
twilio-email-send,yes,1,"> Use when the caller has Twilio credentials (Account SID + Auth Token or API Key SID + Secret) and needs to send email via comms.twilio.com/v1/Emails. This is Twilio-native email — NOT SendGrid. Do NOT use if the caller has a SendGrid API key (SG.-prefix) — use twilio-sendgrid-email-send instead. Covers single sends, batch sends up to 10,000 recipients, Liquid personalization, operation tracking, and error handling.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-email-send\SKILL.md,
twilio-enterprise-knowledge,yes,1,"> Add knowledge retrieval to AI agents using Twilio's Enterprise Knowledge product. Enterprise Knowledge is a centralized, searchable repository of your organization's documents, websites, and content — FAQs, support policies, warranty terms, product catalogs. Current models don't have access to how you run your business today. Enterprise Knowledge gives agents a way to query this repository during a conversation and ground their responses in your actual approved source material. This skill covers provisioning a Knowledge Base and uploading knowledge sources from web URLs, PDFs, and raw text, and running semantic search to retrieve relevant chunks at runtime. Enterprise Knowledge is shared across your organization — it captures what your organization knows and how it is meant to run. It is distinct from Conversation Memory (twilio-customer-memory), which is scoped to individual end-customers and captures what you know about a specific person. The two are designed to be combined: enterprise content for business practices, customer memory for personalization.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-enterprise-knowledge\SKILL.md,
twilio-iam-auth-setup,yes,1,"> Set up and manage Twilio authentication credentials: Auth Tokens, API keys (Standard, Main, Restricted), Access Tokens for client-side SDKs, and credential rotation. Use this skill as a prerequisite foundation before making any Twilio API calls.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-iam-auth-setup\SKILL.md,
twilio-identity-verification-advisor,yes,1,"> Planning skill for identity verification and fraud prevention. Qualifies the developer's needs across authentication method, channel selection, fraud risk level, and user experience to recommend the right Twilio Verify + Lookup architecture. Handles login, signup, password reset, and risk-adaptive verification.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-identity-verification-advisor\SKILL.md,
twilio-isv-sms-best-practices,yes,1,"> Best practices for ISVs (Independent Software Vendors) building SMS features into multi-tenant SaaS platforms using Twilio. Covers customer onboarding for A2P and toll-free compliance, subaccount architecture, sender management, billing patterns, and common ISV pitfalls. Use this when building SMS capabilities that your customers will use to message their end users.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-sms-isv-setup\SKILL.md,
twilio-lookup-phone-intelligence,yes,1,"> Look up phone number intelligence via Twilio Lookup v2 API. Covers number validation, line type detection (mobile/landline/VoIP), SIM swap detection, caller name, identity match, and SMS pumping risk scoring. Use this skill to validate numbers or assess fraud risk before sending messages or calls.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-lookup-phone-intelligence\SKILL.md,
twilio-marketing-promotions-advisor,yes,1,"> Planning skill for marketing and promotional messaging. Qualifies the developer's campaign needs across channel selection, compliance, audience segmentation, and delivery tracking to recommend the right Twilio messaging architecture. Handles both ""set up a promotional SMS campaign"" and ""build a multi-channel engagement pipeline with Segment integration.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-marketing-promotions-advisor\SKILL.md,
twilio-messaging-channel-advisor,yes,1,"> Planning skill that helps the developer pick the right Twilio messaging channel — SMS, MMS, RCS, or WhatsApp — for a given use case. Qualifies intent across content type, geography, use case (marketing / notifications / OTP / support), cost model, and brand presence. Use when the developer asks ""which channel should I use"", ""SMS vs RCS vs WhatsApp"", mentions a country or region, asks about branded messaging, rich content, or fallback — and proactively when the developer says ""send SMS"" but their use case (rich content, international reach, branded experience) would benefit from a different channel.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-messaging-channel-advisor\SKILL.md,
twilio-messaging-overview,yes,1,"> Twilio Messaging channel overview and onboarding guide. Covers all channels (SMS, WhatsApp, RCS, Facebook Messenger), the unified Messages API, channel selection guidance, and the recommended setup sequence from first message to production monitoring. Start here before choosing a specific messaging channel.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-messaging-overview\SKILL.md,
twilio-messaging-services,yes,1,"> Create and configure Twilio Messaging Services for production messaging. Covers sender pools, geo-match, sticky sender, message scheduling, compliance toolkit, SMS pumping protection, link shortening, and intelligent alerts. Use this skill when setting up production-ready messaging infrastructure.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-messaging-services\SKILL.md,
twilio-messaging-webhooks,yes,1,"> Receive and respond to inbound messages and track outbound delivery status via Twilio webhooks — across SMS, MMS, WhatsApp, and RCS. Covers webhook request parameters, replying with TwiML, validating webhook signatures for security, and handling status callbacks. Use this skill whenever an agent needs to handle incoming messages on any channel or track outbound message delivery in real time.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-messaging-webhooks\SKILL.md,
twilio-notifications-alerts-advisor,yes,1,"> Planning skill for transactional notifications, alerts, and reminders. Qualifies the developer's needs across urgency, channel selection, delivery confirmation, and fallback patterns to recommend the right Twilio notification architecture. Handles both ""send shipping updates to customers"" and ""build a multi-channel alert system with delivery confirmation and fallback.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-notifications-alerts-advisor\SKILL.md,
twilio-numbers-senders,yes,1,"> Choose the right Twilio number type and sender BEFORE building. Covers phone numbers (local, toll-free, short code, mobile), alphanumeric sender IDs, WhatsApp senders, RCS agents, international availability, and regulatory bundles. Each number type has its own compliance program — choosing wrong means rebuilding. Use this skill first.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-numbers-senders\SKILL.md,
twilio-organizations-setup,yes,1,"> Set up and manage Twilio Organizations for centralized account and user governance. Covers the Organization > Account > Subaccount hierarchy, roles (Owner/Admin/Standard), managed vs independent accounts, domain registration, SSO enforcement, SCIM provisioning, and Organization merging. Use this skill when managing multiple Twilio accounts or users across teams.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-organizations-setup\SKILL.md,
twilio-rcs-messaging,yes,1,"> Send RCS Business Messages via Twilio. Covers compliance onboarding (7-part US process), sender profile setup, sending rich cards and carousels, SMS fallback, device support (Android + iOS 18 caveats), and common errors. Use this skill when building RCS messaging or onboarding an RCS sender.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-rcs-messaging\SKILL.md,
twilio-regulatory-compliance-bundles,yes,1,"> Manage regulatory compliance for international phone numbers. Covers what bundles are, which countries require them, how to create End-Users and Supporting Documents, evaluate and submit bundles, fix evaluation failures, update bundles when regulations change, and ISV multi-account patterns. Use this skill when provisioning numbers outside the US.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-regulatory-compliance-bundles\SKILL.md,
twilio-reliability-patterns,yes,1,"> Handle rate limits, retries, and failures when building on Twilio at scale. Covers 429 exponential backoff with jitter, per-number throughput limits, StatusCallback resilience, thin-receiver pattern, and fallback chains. Use this skill whenever sending messages or making calls at volume, or when building production-grade Twilio integrations.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-reliability-patterns\SKILL.md,
twilio-security-api-auth,yes,1,"> Choose the right Twilio authentication method and implement it correctly. Covers Auth Token (testing only), API Keys (production standard), OAuth2 client_credentials (time-limited bearer tokens), Access Tokens (client-side SDKs), and test credentials. Use this skill before making any Twilio API calls in production.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-security-api-auth\SKILL.md,
twilio-security-compliance-hipaa,yes,1,"> Configure Twilio accounts for HIPAA compliance. Covers BAA requirements, HIPAA Project designation (self-service and support), eligible services list, per-product requirements (Voice, SMS, ConversationRelay, Conversation Intelligence, Flex, Verify), message redaction, and what is NOT eligible. Use this skill when developers are building healthcare workflows on Twilio.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-security-compliance-hipaa\SKILL.md,
twilio-security-hardening,yes,1,"> Secure Twilio applications against common attacks. Covers credential management (API keys vs auth tokens), request validation (webhook signature verification), PCI DSS compliance, HIPAA account requirements, SMS pumping prevention, geo-permissions, and account isolation patterns. Use this skill when developers are building or deploying Twilio apps.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-security-hardening\SKILL.md,
twilio-send-message,yes,1,"> Send messages via Twilio's Programmable Messaging API across all channels — SMS, MMS, RCS, and WhatsApp. Covers text messages, media, rich content (cards, carousels, buttons), template-based sends, Messaging Services, status callbacks, and WhatsApp's 24-hour service window. Use when the user wants to send a message — whether they say ""send SMS"", ""text message"", ""branded message"", ""rich message"", ""WhatsApp message"", ""RCS message"", ""notification"", or ""alert"". For picking the right channel for a use case, first consult twilio-messaging-channel-advisor.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-send-message\SKILL.md,
twilio-sendgrid-account-setup,yes,1,"> Set up a SendGrid account for email delivery. Covers API key creation (SG.-prefix), domain authentication (DKIM/SPF via CNAME records), Single Sender Verification for testing, SDK installation, and the relationship between SendGrid and Twilio credentials. Use before any other SendGrid skill. This skill is for SendGrid only — not the Twilio Email API (comms.twilio.com).",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-sendgrid-account-setup\SKILL.md,
twilio-sendgrid-deliverability-advisor,yes,1,"> Diagnostic and advisory skill for email deliverability problems. Use when a developer asks why emails are going to spam, not reaching the inbox, getting blocked, bouncing, or how to improve sender reputation — with or without a specified platform. Covers SendGrid-specific tooling: SPF, DKIM, DMARC, BIMI, IP warmup, list hygiene, bounce/spam rate thresholds, and Engagement Quality Score (SEQ). Do NOT use for Twilio Email (comms.twilio.com / Account SID + Auth Token) — use twilio-email-deliverability-advisor instead. Do NOT use for general email sending questions — use twilio-sendgrid-email-send (SendGrid) or twilio-email-deliverability-advisor instead.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-sendgrid-deliverability-advisor\SKILL.md,
twilio-sendgrid-email-send,yes,1,"> Send transactional and bulk email via the SendGrid v3 Mail Send API. Covers single sends, personalized batch sends with dynamic templates, scheduled sends with cancellation, attachments, and sandbox mode for testing. Use this skill when the caller has a SendGrid API key (SG.-prefix). Do NOT use this skill if the caller is using the Twilio Email API (comms.twilio.com) — that is a separate product with different credentials.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-sendgrid-email-send\SKILL.md,
twilio-sendgrid-email-settings,yes,1,"> Configure SendGrid dynamic templates (Handlebars), tracking settings (opens, clicks, subscriptions), link branding for custom tracking domains, and content types (HTML, plain text, AMP). Use when customizing SendGrid email content, tracking behavior, or branded links. Requires a SendGrid API key (SG.-prefix) — not applicable to the Twilio Email API (comms.twilio.com).",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-sendgrid-email-settings\SKILL.md,
twilio-sendgrid-engagement-quality,yes,1,"> Monitor email program health with SendGrid Engagement Quality (SEQ) scores. Covers the SEQ API endpoints, the 5 scoring metrics (engagement recency, open rate, bounce classification, bounce rate, spam rate), eligibility requirements, and interpreting scores for deliverability improvement. Use when diagnosing SendGrid deliverability issues or monitoring sender reputation. Requires a SendGrid API key (SG.-prefix) — not applicable to the Twilio Email API (comms.twilio.com).",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-sendgrid-engagement-quality\SKILL.md,
twilio-sendgrid-inbound-parse,yes,1,"> Receive inbound email via SendGrid Inbound Parse webhook. Covers MX record setup, parsed vs raw mode, handling attachments, and common pitfalls. Use when building email-to-app workflows like support ticket creation or email processing pipelines. Requires a SendGrid API key (SG.-prefix) — not applicable to the Twilio Email API (comms.twilio.com).",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-sendgrid-inbound-parse\SKILL.md,
twilio-sendgrid-suppressions,yes,1,"> Manage SendGrid email suppressions: bounces, blocks, spam reports, invalid emails, global unsubscribes, and ASM suppression groups. Covers when and how to remove suppressions, reputation impact, and category-based unsubscribe management. Use when debugging SendGrid delivery issues or building unsubscribe flows. Requires a SendGrid API key (SG.-prefix) — not applicable to the Twilio Email API (comms.twilio.com).",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-sendgrid-suppressions\SKILL.md,
twilio-sendgrid-webhooks,yes,1,"> Track email delivery and engagement via SendGrid Event Webhooks. Covers all 11 event types (delivery + engagement), webhook handler implementation, ECDSA signature verification, batched event processing, and common debugging patterns. Use when building SendGrid delivery tracking, engagement analytics, or bounce handling. Requires a SendGrid API key (SG.-prefix) — not applicable to the Twilio Email API (comms.twilio.com).",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-sendgrid-webhooks\SKILL.md,
twilio-sms-send-message,yes,1,"> SMS and MMS deep-dive reference. Covers SMS-specific error codes, message filtering troubleshooting (""Messages Being Filtered or Blocked?"" diagnostic checklist), MMS media support (US/CA/AU only), and SMS pumping indicators. For sending SMS, use twilio-send-message instead. Use this skill only when debugging SMS delivery issues or needing SMS-specific details not in the consolidated send skill.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-sms-send-message\SKILL.md,
twilio-taskrouter-routing,yes,1,"> Route tasks to agents using Twilio TaskRouter. Covers Workers, Task Queues, Workflows, Reservations, skills-based routing, and common gotchas (hyphen attributes, HAS operator, reservation cascade). Use this skill for any multi-agent contact center, support queue, or AI agent escalation routing.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-taskrouter-routing\SKILL.md,
twilio-verify-send-otp,yes,1,"> Send and verify one-time passcodes (OTPs) via Twilio Verify over SMS, RCS, voice, email, or WhatsApp. Covers creating a Verify Service, sending tokens, checking submitted codes, automatic WhatsApp-to-SMS fallback, and service configuration. TOTP is supported via the Factors API (a separate family from channel-based OTP). Use this skill to add phone or email verification or two-factor authentication to any application.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-verify-send-otp\SKILL.md,
twilio-voice-conversation-relay,yes,1,"> Build AI-powered voice agents using Twilio ConversationRelay. Handles real-time speech recognition (ASR), text-to-speech (TTS), and bidirectional audio streaming via WebSocket. Covers TwiML setup, WebSocket message types, LLM integration, streaming responses, and voice provider configuration. Use this skill to build voice bots, IVR replacements, or real-time AI voice assistants on Twilio calls.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-voice-conversation-relay\SKILL.md,
twilio-voice-outbound-calls,yes,1,"> Make outbound phone calls via Twilio's Programmable Voice REST API. Covers the full voice platform: calls.create(), answering machine detection (AMD), conference-based agent bridging, call recording, status tracking, and SIP Trunking. Use this skill for outbound calls, sales dialers, or when asking what voice APIs are available.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-voice-outbound-calls\SKILL.md,
twilio-voice-twiml,yes,1,"> Build voice call logic using TwiML (Twilio Markup Language). Covers the core verbs (Say, Play, Gather, Dial, Record, Conference), generating TwiML with Python and Node.js SDKs, and a complete inbound call IVR example. Use this skill to define call behavior for inbound or outbound calls.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-voice-twiml\SKILL.md,
twilio-webhook-architecture,yes,1,"> Design, secure, and operate Twilio webhook endpoints. Covers inbound event handling, status callbacks, signature validation, connection overrides for retry and timeout tuning, local development tunneling, and production hardening. Use this skill whenever an agent needs to receive HTTP callbacks from Twilio for any product -- messaging, voice, verify, or event streams.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-webhook-architecture\SKILL.md,
twilio-whatsapp-manage-senders,yes,1,"> Create, configure, and manage WhatsApp Business senders via Twilio's Channels Senders API. Covers programmatic sender registration, profile setup, webhook configuration, sender lifecycle statuses, and ISV flows. Use this skill to register and manage production WhatsApp senders at scale.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-whatsapp-manage-senders\SKILL.md,
twilio-whatsapp-send-message,yes,1,"> WhatsApp messaging deep-dive reference. Covers the 24-hour service window rules (free-form vs template mode), sandbox setup for testing, template approval workflow, production sender requirements, and WhatsApp-specific error handling. For sending WhatsApp messages, use twilio-send-message instead. Use this skill when setting up WhatsApp for the first time or debugging WhatsApp-specific delivery behavior.",C:\Users\Treml\.codex\.tmp\plugins\plugins\twilio-developer-kit\skills\twilio-whatsapp-send-message\SKILL.md,
Type Theory,yes,1,"Expert skill in type theory foundations for implementing type systems including inference, checking, and subtyping",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\programming-languages\skills\type-theory\SKILL.md,
type-inference-engine,yes,1,Implement and test type inference algorithms including Algorithm W and constraint-based inference,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\computer-science\skills\type-inference-engine\SKILL.md,
typescript,yes,1,"TypeScript configuration, strict mode, generics, and type utilities.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\typescript\SKILL.md,
typescript-sdk-specialist,yes,1,"TypeScript SDK development with Node.js and browser support. Design SDK architecture, implement type-safe API clients, support ESM and CommonJS modules, and configure bundling for browsers.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\sdk-platform-development\skills\typescript-sdk-specialist\SKILL.md,
typespec-sdk-generator,yes,1,Microsoft TypeSpec-based API and SDK generation,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\sdk-platform-development\skills\typespec-sdk-generator\SKILL.md,
typing-rule-generator,yes,1,Generate and format typing rules in inference rule notation for type system design,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\computer-science\skills\typing-rule-generator\SKILL.md,
typography-calculator,yes,1,"Calculate typography scales, metrics, and responsive font sizing",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\ux-ui-design\skills\typography-calculator\SKILL.md,
uat-test-generator,yes,1,Generate UAT test cases from requirements and acceptance criteria with traceability,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\business-analysis\skills\uat-test-generator\SKILL.md,
ucsc-genome-browser-querier,yes,1,UCSC Genome Browser query skill for genome annotation retrieval and track data access,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\bioinformatics\skills\ucsc-genome-browser-querier\SKILL.md,
udi-labeling-generator,yes,1,Unique Device Identification (UDI) and labeling compliance skill for generating compliant labels and device identifiers,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\biomedical-engineering\skills\udi-labeling-generator\SKILL.md,
uds-diagnostics,yes,1,Unified Diagnostic Services implementation and validation expertise,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\automotive-engineering\skills\uds-diagnostics\SKILL.md,
ui-component-migrator,yes,1,"Migrate UI components between frameworks with structure, state, and style transformation",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\code-migration-modernization\skills\ui-component-migrator\SKILL.md,
ukb-topmed-phewas-skill,yes,1,"Fetch compact UKB-TOPMed PheWAS summaries for single variants by accepting rsID, GRCh37, or GRCh38 input and resolving to the required GRCh38 query. Use when a user wants concise UKB-TOPMed association results for one variant",C:\Users\Treml\.codex\.tmp\plugins\plugins\life-science-research\skills\ukb-topmed-phewas-skill\SKILL.md,
unified-memory,yes,1,"Expert skill for CUDA Unified Memory and memory prefetching optimization. Configure managed memory allocations, implement memory prefetch strategies, handle page fault analysis, configure memory hints and advise, profile unified memory migration, optimize for oversubscription scenarios, and compare managed vs explicit memory.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\gpu-programming\skills\unified-memory\SKILL.md,
uniprot-skill,yes,1,"Submit compact UniProt REST API requests for UniProtKB, UniRef, UniParc, and FASTA stream endpoints. Use when a user wants concise UniProt summaries; save raw JSON or FASTA only on request.",C:\Users\Treml\.codex\.tmp\plugins\plugins\life-science-research\skills\uniprot-skill\SKILL.md,
unity-addressables,yes,1,"Unity Addressables asset management skill for remote catalogs, content updates, asset bundles, and memory-efficient asset loading.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unity-addressables\SKILL.md,
unity-animation,yes,1,"Unity Animation skill for Animator controllers, Animation Rigging, Timeline integration, and animation state machines.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unity-animation\SKILL.md,
unity-ceedling-test,yes,1,Embedded unit testing with Unity framework and CMock,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\embedded-systems\skills\unity-ceedling-test\SKILL.md,
unity-cinemachine,yes,1,"Unity Cinemachine skill for virtual cameras, procedural camera control, and cinematic sequences.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unity-cinemachine\SKILL.md,
unity-development,yes,1,"Unity Engine integration skill for project setup, C# scripting, scene management, prefab creation, and editor automation. Enables LLMs to interact with Unity Editor through MCP servers for asset manipulation, script generation, and automated workflows.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unity-development\SKILL.md,
unity-ecs,yes,1,"Unity DOTS/ECS skill for data-oriented design, jobs system, burst compiler optimization, and high-performance gameplay systems.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unity-ecs\SKILL.md,
unity-hdrp,yes,1,"High Definition Render Pipeline configuration for Unity, including ray tracing, volumetric effects, and high-fidelity graphics setup.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unity-hdrp\SKILL.md,
unity-input-system,yes,1,"Unity New Input System configuration skill for action maps, device bindings, control schemes, and cross-platform input handling.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unity-input-system\SKILL.md,
unity-netcode,yes,1,"Unity Netcode for GameObjects skill for multiplayer networking, RPCs, state synchronization, and server-authoritative gameplay.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unity-netcode\SKILL.md,
unity-physics,yes,1,"Unity Physics skill for collision detection, rigidbody dynamics, raycasting, and physics configuration.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unity-physics\SKILL.md,
unity-profiler,yes,1,"Unity Profiler skill for performance analysis, frame debugging, memory profiling, and optimization workflows.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unity-profiler\SKILL.md,
unity-shader-graph,yes,1,"Unity Shader Graph skill for visual shader authoring, custom nodes, and material effects.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unity-shader-graph\SKILL.md,
unity-ui-toolkit,yes,1,"Unity UI Toolkit skill for runtime UI development, USS styling, UXML templates, and custom visual elements.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unity-ui-toolkit\SKILL.md,
unity-urp,yes,1,"Universal Render Pipeline configuration skill for Unity, including custom shaders, lighting setup, post-processing effects, and render feature development.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unity-urp\SKILL.md,
unity-vfx-graph,yes,1,"Unity Visual Effect Graph skill for GPU particle systems, procedural effects, and high-performance visual effects.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unity-vfx-graph\SKILL.md,
unreal-blueprint,yes,1,"Unreal Engine Blueprint visual scripting skill for macros, functions, event graphs, and rapid prototyping.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unreal-blueprint\SKILL.md,
unreal-chaos,yes,1,"Unreal Engine Chaos physics skill for destruction, vehicle simulation, and cloth physics.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unreal-chaos\SKILL.md,
unreal-control-rig,yes,1,"Unreal Engine Control Rig skill for procedural animation, IK chains, and runtime rig modifications.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unreal-control-rig\SKILL.md,
unreal-cpp,yes,1,"Unreal Engine C++ programming skill for UCLASS macros, reflection system, garbage collection, and engine integration.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unreal-cpp\SKILL.md,
unreal-development,yes,1,"Unreal Engine integration skill for C++/Blueprint development, actor lifecycle management, plugin development, and editor automation. Enables LLMs to interact with Unreal Editor through MCP servers for level manipulation, Blueprint generation, and automated workflows.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unreal-development\SKILL.md,
unreal-gamesframework,yes,1,"Unreal Engine Gameplay Ability System (GAS) skill for attributes, abilities, and gameplay effects.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unreal-gamesframework\SKILL.md,
unreal-lumen,yes,1,"Unreal Engine Lumen skill for global illumination, reflections, and dynamic lighting.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unreal-lumen\SKILL.md,
unreal-materials,yes,1,"Unreal Engine Material Editor skill for PBR workflows, material instances, shader complexity, and material functions.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unreal-materials\SKILL.md,
unreal-metasounds,yes,1,"Unreal Engine MetaSounds skill for procedural audio, real-time synthesis, and advanced audio graphs.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unreal-metasounds\SKILL.md,
unreal-nanite,yes,1,"Unreal Engine Nanite skill for virtualized geometry, mesh streaming, and LOD-free workflows.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unreal-nanite\SKILL.md,
unreal-networking,yes,1,"Unreal Engine networking skill for replication, RPCs, relevancy, and dedicated server architecture.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unreal-networking\SKILL.md,
